,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,14.53,1.33,0.52,0.6,0.43,0.49,0.89,0.58,0.75,0.84,0.95,0.31,0.82,0.82,0.75,0.87
e_1,0.59,15.56,0.51,0.77,0.52,0.54,0.86,0.8,0.74,2.11,0.96,1.02,1.04,0.91,0.5,0.87
d_1,0.53,0.46,20.56,0.36,0.58,0.47,0.91,1.27,2.16,0.35,1.07,1.18,1.03,1.06,1.04,1.24
c_1,0.54,0.42,0.55,18.4,1.41,0.48,0.87,0.87,0.32,0.87,0.67,0.82,0.87,0.97,0.99,0.82
b_1,0.52,0.54,0.5,0.55,19.96,1.58,0.75,0.84,0.76,0.76,0.42,0.91,0.71,0.66,0.84,0.83
a_1,0.73,0.5,0.61,0.7,0.42,27.59,0.97,0.84,1.01,1.09,1.03,1.03,1.24,0.45,1.03,0.61
h_1,1.33,0.62,0.91,0.53,0.62,0.75,5.05,1.35,1.18,1.06,1.0,0.97,0.71,0.97,1.04,1.74
g_1,0.57,0.54,1.59,0.64,0.74,0.65,1.03,6.45,1.13,0.8,1.3,2.38,1.44,1.23,1.09,0.89
c_0,0.83,0.74,0.84,0.36,0.56,0.69,1.1,1.12,3.52,1.1,3.47,1.33,1.29,1.53,1.23,1.54
d_0,0.79,0.62,0.32,2.15,0.64,0.71,1.03,1.15,0.65,2.6,1.15,1.09,1.58,1.33,1.49,1.28
b_0,0.94,0.54,0.89,0.84,0.42,0.55,1.31,0.99,1.55,1.04,3.64,1.33,1.39,3.57,1.54,1.48
f_0,0.51,0.5,0.85,0.64,0.8,0.9,1.48,1.17,1.55,1.16,1.5,4.56,1.71,1.37,3.46,1.51
h_0,1.21,0.62,0.83,0.9,0.63,0.47,0.64,1.77,1.15,0.97,1.18,1.26,0.64,1.26,1.57,1.76
a_0,0.73,0.69,0.72,0.86,0.78,0.39,1.49,1.1,1.22,1.22,1.24,1.43,1.61,4.17,1.42,1.58
e_0,1.19,0.41,0.68,0.86,0.49,0.75,1.5,1.32,1.5,1.16,1.44,1.29,1.47,1.31,5.0,1.19
g_0,0.43,0.68,1.63,0.67,0.72,0.79,1.02,0.91,1.33,0.77,1.1,2.48,1.0,0.99,1.24,0.92
